customer_id,age,tenure_months,monthly_charges,total_charges,num_services,contract_type,payment_method,internet_service,churned
CUST_000701,60,6,115.16,688.08,1,month-to-month,mailed_check,Fiber optic,1
CUST_000702,34,16,109.93,1790.43,2,month-to-month,electronic_check,DSL,0
CUST_000703,23,31,76.43,2390.81,4,one-year,bank_transfer,Fiber optic,0
CUST_000704,21,72,24.79,1896.86,3,month-to-month,electronic_check,Fiber optic,0
CUST_000705,54,5,63.68,386.08,1,two-year,electronic_check,DSL,1
CUST_000706,25,52,66.48,3476.4,5,one-year,electronic_check,DSL,0
CUST_000707,71,65,117.61,7796.5,1,one-year,bank_transfer,No,1
CUST_000708,18,59,81.99,4879.31,5,month-to-month,electronic_check,Fiber optic,1
CUST_000709,70,24,104.83,2646.39,2,two-year,bank_transfer,DSL,0
CUST_000710,48,23,70.45,1680.98,1,month-to-month,bank_transfer,No,1
CUST_000711,43,12,86.59,854.93,4,one-year,electronic_check,Fiber optic,1
CUST_000712,36,33,21.71,847.03,2,month-to-month,credit_card,DSL,0
CUST_000713,50,18,72.75,1322.94,3,one-year,credit_card,DSL,0
CUST_000714,44,27,121.44,3273.77,2,month-to-month,mailed_check,DSL,1
CUST_000715,61,13,115.87,1534.44,1,month-to-month,electronic_check,Fiber optic,1
CUST_000716,46,31,156.06,4803.49,3,two-year,electronic_check,Fiber optic,1
CUST_000717,47,41,44.83,1860.77,4,month-to-month,credit_card,DSL,1
CUST_000718,39,3,77.04,171.93,2,month-to-month,bank_transfer,Fiber optic,1
CUST_000719,44,42,62.88,2768.34,3,one-year,bank_transfer,DSL,0
CUST_000720,49,18,98.96,1769.87,4,one-year,mailed_check,DSL,0
CUST_000721,19,44,123.97,5416.22,6,month-to-month,mailed_check,Fiber optic,1
CUST_000722,24,13,115.0,1402.5,2,month-to-month,electronic_check,DSL,0
CUST_000723,56,11,139.9,1565.81,5,two-year,credit_card,Fiber optic,0
CUST_000724,47,59,43.72,2598.18,2,one-year,bank_transfer,No,0
CUST_000725,42,6,131.67,828.86,4,month-to-month,mailed_check,DSL,1
CUST_000726,45,44,27.58,1111.01,2,two-year,electronic_check,DSL,0
CUST_000727,50,15,144.55,2008.2,1,month-to-month,credit_card,DSL,1
CUST_000728,36,17,75.33,1343.1,7,month-to-month,mailed_check,Fiber optic,1
CUST_000729,33,8,62.39,647.61,3,month-to-month,credit_card,Fiber optic,0
CUST_000730,47,20,100.54,1908.21,6,month-to-month,credit_card,Fiber optic,1
CUST_000731,30,9,129.64,1325.72,6,two-year,mailed_check,Fiber optic,0
CUST_000732,51,1,25.37,100.0,7,month-to-month,bank_transfer,DSL,1
CUST_000733,19,7,52.25,365.02,3,month-to-month,electronic_check,DSL,1
CUST_000734,60,1,140.5,100.74,4,two-year,electronic_check,DSL,1
CUST_000735,52,72,71.5,5009.37,4,month-to-month,credit_card,Fiber optic,0
CUST_000736,48,72,55.59,4101.12,1,one-year,mailed_check,DSL,1
CUST_000737,59,12,71.61,781.8,8,month-to-month,mailed_check,Fiber optic,0
CUST_000738,69,31,79.25,2378.84,2,one-year,bank_transfer,Fiber optic,0
CUST_000739,60,10,151.87,1617.92,1,month-to-month,credit_card,DSL,1
CUST_000740,18,26,91.8,2198.46,3,month-to-month,electronic_check,Fiber optic,1
CUST_000741,25,39,102.38,3840.51,3,one-year,bank_transfer,No,1
CUST_000742,35,70,144.16,10089.15,3,one-year,credit_card,DSL,1
CUST_000743,45,12,61.74,770.16,2,one-year,bank_transfer,DSL,0
CUST_000744,52,36,32.75,1227.54,3,one-year,bank_transfer,Fiber optic,0
CUST_000745,34,7,52.63,338.23,4,month-to-month,credit_card,Fiber optic,1
CUST_000746,47,72,77.97,5866.89,1,month-to-month,mailed_check,DSL,1
CUST_000747,33,1,48.21,100.0,1,one-year,electronic_check,No,1
CUST_000748,35,22,149.16,3258.4,3,one-year,bank_transfer,Fiber optic,1
CUST_000749,23,25,117.57,2859.53,4,one-year,credit_card,No,1
CUST_000750,31,27,56.68,1542.72,3,one-year,bank_transfer,DSL,0
CUST_000751,24,3,90.96,334.38,1,month-to-month,bank_transfer,Fiber optic,1
CUST_000752,30,66,128.54,8604.22,6,month-to-month,electronic_check,DSL,1
CUST_000753,60,4,133.57,385.37,6,month-to-month,electronic_check,DSL,1
CUST_000754,30,23,133.01,3034.61,1,two-year,electronic_check,No,1
CUST_000755,80,6,99.63,642.42,3,one-year,electronic_check,DSL,0
CUST_000756,52,8,132.44,1118.21,2,one-year,bank_transfer,No,1
CUST_000757,47,18,86.74,1561.98,3,month-to-month,electronic_check,Fiber optic,1
CUST_000758,32,12,72.01,918.42,3,month-to-month,credit_card,No,0
CUST_000759,55,4,40.98,100.0,4,two-year,electronic_check,Fiber optic,1
CUST_000760,36,4,38.01,307.83,3,two-year,credit_card,Fiber optic,0
CUST_000761,46,12,105.54,1365.69,4,month-to-month,bank_transfer,DSL,1
CUST_000762,80,33,54.25,1655.7,4,one-year,electronic_check,Fiber optic,0
CUST_000763,43,54,35.18,1792.3,3,month-to-month,bank_transfer,Fiber optic,0
CUST_000764,62,2,144.24,183.79,2,month-to-month,bank_transfer,Fiber optic,1
CUST_000765,34,11,18.65,272.9,4,one-year,electronic_check,DSL,0
CUST_000766,44,2,85.68,100.0,3,one-year,bank_transfer,Fiber optic,0
CUST_000767,71,1,95.33,100.0,4,one-year,electronic_check,Fiber optic,1
CUST_000768,35,26,144.59,3804.71,2,month-to-month,electronic_check,DSL,1
CUST_000769,72,22,98.19,2153.47,3,month-to-month,credit_card,Fiber optic,0
CUST_000770,55,4,26.85,133.31,3,month-to-month,electronic_check,Fiber optic,0
CUST_000771,36,6,106.07,529.85,4,month-to-month,bank_transfer,DSL,1
CUST_000772,54,1,122.4,181.88,2,month-to-month,electronic_check,Fiber optic,1
CUST_000773,59,43,137.9,5868.31,4,month-to-month,electronic_check,No,1
CUST_000774,54,72,91.21,6534.78,2,month-to-month,credit_card,DSL,0
CUST_000775,21,3,33.19,123.35,3,month-to-month,credit_card,Fiber optic,1
CUST_000776,34,6,134.02,814.45,4,one-year,bank_transfer,Fiber optic,0
CUST_000777,41,48,76.34,3666.64,4,one-year,electronic_check,Fiber optic,0
CUST_000778,43,62,100.79,6173.63,4,one-year,bank_transfer,Fiber optic,1
CUST_000779,54,13,65.74,824.6,2,month-to-month,mailed_check,Fiber optic,1
CUST_000780,47,1,26.87,100.0,1,month-to-month,credit_card,DSL,1
CUST_000781,24,1,59.84,100.0,3,month-to-month,bank_transfer,Fiber optic,1
CUST_000782,50,20,59.09,1135.47,2,month-to-month,credit_card,Fiber optic,0
CUST_000783,54,11,120.01,1358.93,3,month-to-month,electronic_check,DSL,0
CUST_000784,53,1,136.85,100.0,1,month-to-month,electronic_check,DSL,1
CUST_000785,61,21,78.02,1754.11,3,one-year,electronic_check,Fiber optic,0
CUST_000786,57,1,133.04,260.0,3,two-year,mailed_check,Fiber optic,1
CUST_000787,51,37,37.76,1272.78,2,month-to-month,electronic_check,Fiber optic,0
CUST_000788,43,8,84.57,812.36,1,two-year,bank_transfer,No,1
CUST_000789,20,1,36.04,100.0,5,month-to-month,electronic_check,Fiber optic,1
CUST_000790,51,21,142.15,3027.08,4,one-year,bank_transfer,No,0
CUST_000791,48,12,124.8,1447.95,2,one-year,electronic_check,No,0
CUST_000792,49,72,98.9,7213.28,2,two-year,bank_transfer,Fiber optic,0
CUST_000793,25,18,112.64,2068.08,2,month-to-month,electronic_check,Fiber optic,1
CUST_000794,28,7,107.46,670.8,2,month-to-month,mailed_check,Fiber optic,1
CUST_000795,60,29,147.53,4161.75,5,month-to-month,bank_transfer,Fiber optic,0
CUST_000796,44,7,105.48,592.3,6,month-to-month,bank_transfer,Fiber optic,1
CUST_000797,55,56,138.27,7762.13,3,two-year,electronic_check,DSL,1
CUST_000798,45,11,95.72,1110.13,3,one-year,electronic_check,DSL,1
CUST_000799,45,19,30.43,643.23,1,one-year,mailed_check,DSL,1
CUST_000800,59,1,93.19,100.0,2,month-to-month,electronic_check,Fiber optic,1
CUST_000801,37,13,35.74,348.97,4,two-year,electronic_check,Fiber optic,0
CUST_000802,46,42,79.65,3277.12,3,month-to-month,credit_card,Fiber optic,0
CUST_000803,38,39,67.41,2744.34,2,month-to-month,electronic_check,Fiber optic,1
CUST_000804,38,6,103.7,573.72,3,two-year,electronic_check,Fiber optic,0
CUST_000805,40,6,15.0,104.34,1,month-to-month,credit_card,DSL,1
CUST_000806,48,40,58.3,2224.3,2,month-to-month,credit_card,DSL,0
CUST_000807,37,63,92.64,5870.04,1,month-to-month,electronic_check,Fiber optic,1
CUST_000808,63,2,157.66,269.55,3,one-year,credit_card,No,1
CUST_000809,31,14,85.37,1299.81,4,one-year,credit_card,Fiber optic,0
CUST_000810,42,9,74.94,751.79,5,month-to-month,bank_transfer,DSL,0
CUST_000811,38,49,118.8,5771.6,1,one-year,electronic_check,DSL,1
CUST_000812,66,2,100.45,188.23,6,one-year,bank_transfer,Fiber optic,1
CUST_000813,47,5,85.48,372.31,1,two-year,credit_card,Fiber optic,1
CUST_000814,60,33,99.24,3133.06,1,one-year,credit_card,Fiber optic,1
CUST_000815,22,1,43.02,100.0,1,one-year,electronic_check,Fiber optic,1
CUST_000816,49,16,152.15,2454.2,2,one-year,electronic_check,DSL,0
CUST_000817,58,14,55.98,816.18,5,month-to-month,bank_transfer,No,1
CUST_000818,46,9,68.67,632.86,3,month-to-month,electronic_check,DSL,1
CUST_000819,60,12,22.79,243.34,3,month-to-month,bank_transfer,DSL,1
CUST_000820,37,18,56.67,1113.39,5,month-to-month,mailed_check,Fiber optic,1
CUST_000821,66,4,130.05,526.54,4,month-to-month,credit_card,No,0
CUST_000822,79,20,59.68,1263.98,2,month-to-month,credit_card,Fiber optic,0
CUST_000823,39,39,21.77,671.48,1,month-to-month,electronic_check,Fiber optic,1
CUST_000824,38,34,63.9,1780.43,2,month-to-month,mailed_check,DSL,1
CUST_000825,66,4,31.46,154.21,4,month-to-month,bank_transfer,DSL,0
CUST_000826,68,3,48.47,100.0,2,one-year,bank_transfer,DSL,1
CUST_000827,37,7,121.83,831.59,3,two-year,credit_card,Fiber optic,0
CUST_000828,38,10,134.06,1310.35,4,month-to-month,bank_transfer,DSL,0
CUST_000829,40,12,131.93,1741.89,5,month-to-month,bank_transfer,No,1
CUST_000830,24,27,115.74,3164.98,1,month-to-month,electronic_check,DSL,1
CUST_000831,31,1,105.44,122.03,5,month-to-month,credit_card,Fiber optic,1
CUST_000832,29,1,22.68,106.38,7,month-to-month,credit_card,Fiber optic,0
CUST_000833,33,11,127.37,1437.92,3,one-year,electronic_check,Fiber optic,1
CUST_000834,44,28,123.37,3408.5,3,month-to-month,bank_transfer,DSL,1
CUST_000835,48,5,139.96,806.96,2,one-year,electronic_check,No,1
CUST_000836,68,24,114.17,2629.14,5,one-year,credit_card,Fiber optic,0
CUST_000837,30,7,46.89,360.53,2,month-to-month,electronic_check,Fiber optic,1
CUST_000838,59,52,148.09,7545.92,5,month-to-month,electronic_check,Fiber optic,1
CUST_000839,41,54,104.27,5650.77,2,month-to-month,credit_card,DSL,0
CUST_000840,44,8,159.45,1294.91,1,month-to-month,mailed_check,Fiber optic,1
CUST_000841,55,6,55.21,498.92,3,month-to-month,credit_card,Fiber optic,1
CUST_000842,28,12,54.37,495.95,3,two-year,electronic_check,No,0
CUST_000843,50,6,50.38,242.18,2,two-year,bank_transfer,No,1
CUST_000844,47,26,95.59,2567.55,5,two-year,electronic_check,DSL,1
CUST_000845,52,41,41.48,1734.24,2,month-to-month,electronic_check,DSL,1
CUST_000846,49,26,25.11,670.8,8,month-to-month,electronic_check,DSL,1
CUST_000847,80,41,152.03,6137.63,4,month-to-month,electronic_check,No,1
CUST_000848,35,12,22.95,216.3,6,month-to-month,credit_card,DSL,0
CUST_000849,37,4,123.49,618.47,4,month-to-month,credit_card,Fiber optic,1
CUST_000850,35,32,57.75,1842.9,1,one-year,electronic_check,Fiber optic,0
CUST_000851,36,10,117.62,1213.76,6,month-to-month,bank_transfer,Fiber optic,1
CUST_000852,35,26,83.45,2158.07,5,two-year,electronic_check,DSL,0
CUST_000853,62,7,155.03,966.88,8,two-year,mailed_check,DSL,1
CUST_000854,66,2,141.59,376.57,2,month-to-month,credit_card,Fiber optic,1
CUST_000855,36,72,15.0,1130.32,2,two-year,electronic_check,DSL,0
CUST_000856,32,4,22.84,321.91,5,month-to-month,mailed_check,DSL,1
CUST_000857,52,72,59.54,4185.07,4,month-to-month,electronic_check,DSL,0
CUST_000858,36,72,110.37,8029.15,4,one-year,credit_card,Fiber optic,0
CUST_000859,54,37,109.23,3910.31,5,month-to-month,electronic_check,DSL,1
CUST_000860,48,25,92.41,2325.95,3,two-year,bank_transfer,DSL,0
CUST_000861,22,20,107.87,2255.05,3,one-year,credit_card,DSL,1
CUST_000862,68,48,42.4,1828.14,6,two-year,electronic_check,DSL,0
CUST_000863,71,8,124.22,973.29,2,two-year,electronic_check,Fiber optic,1
CUST_000864,35,15,139.75,2039.93,3,month-to-month,bank_transfer,DSL,1
CUST_000865,39,23,47.06,1012.13,3,month-to-month,electronic_check,Fiber optic,1
CUST_000866,49,12,89.27,1109.72,2,month-to-month,electronic_check,DSL,1
CUST_000867,50,13,15.0,307.07,1,month-to-month,credit_card,No,0
CUST_000868,54,9,85.71,758.05,1,month-to-month,bank_transfer,DSL,1
CUST_000869,75,19,111.25,2134.37,2,two-year,electronic_check,No,1
CUST_000870,42,45,30.09,1365.69,2,month-to-month,electronic_check,Fiber optic,1
CUST_000871,33,5,87.8,439.19,1,two-year,bank_transfer,Fiber optic,1
CUST_000872,24,65,62.19,3933.22,1,one-year,electronic_check,No,0
CUST_000873,34,28,67.95,2013.31,2,month-to-month,bank_transfer,DSL,0
CUST_000874,44,41,103.69,4280.74,8,month-to-month,mailed_check,DSL,1
CUST_000875,71,19,29.23,594.82,4,month-to-month,bank_transfer,DSL,0
CUST_000876,37,36,113.48,4004.49,3,month-to-month,electronic_check,DSL,0
CUST_000877,48,1,117.54,100.0,4,month-to-month,electronic_check,DSL,1
CUST_000878,44,40,73.56,2924.93,4,month-to-month,electronic_check,Fiber optic,0
CUST_000879,62,1,40.56,100.0,1,one-year,mailed_check,DSL,0
CUST_000880,80,52,141.92,7211.23,6,month-to-month,mailed_check,DSL,0
CUST_000881,37,72,147.35,10549.42,2,one-year,electronic_check,DSL,1
CUST_000882,37,8,36.56,344.76,1,two-year,bank_transfer,Fiber optic,0
CUST_000883,60,5,63.32,251.29,7,month-to-month,bank_transfer,No,1
CUST_000884,55,34,77.83,2544.21,3,month-to-month,electronic_check,Fiber optic,1
CUST_000885,72,7,111.85,701.46,3,one-year,electronic_check,Fiber optic,1
CUST_000886,53,48,67.72,3205.13,5,two-year,electronic_check,DSL,0
CUST_000887,39,2,79.96,124.53,2,month-to-month,credit_card,Fiber optic,0
CUST_000888,53,3,116.93,567.34,2,month-to-month,mailed_check,DSL,1
CUST_000889,61,72,102.13,7458.76,1,month-to-month,mailed_check,No,1
CUST_000890,57,26,74.97,2051.81,3,month-to-month,electronic_check,Fiber optic,0
CUST_000891,52,45,60.85,2855.31,2,month-to-month,electronic_check,DSL,0
CUST_000892,61,9,99.55,796.11,8,month-to-month,credit_card,No,1
CUST_000893,62,27,39.47,943.43,1,one-year,bank_transfer,No,0
CUST_000894,65,21,31.71,555.22,5,month-to-month,bank_transfer,Fiber optic,1
CUST_000895,54,22,142.88,3276.88,1,month-to-month,credit_card,DSL,1
CUST_000896,42,27,39.24,1004.77,4,month-to-month,credit_card,Fiber optic,0
CUST_000897,47,20,104.89,1972.62,2,two-year,electronic_check,DSL,0
CUST_000898,63,13,141.99,1802.8,4,month-to-month,credit_card,DSL,1
CUST_000899,32,7,42.61,274.41,4,two-year,mailed_check,DSL,0
CUST_000900,50,35,62.94,2229.82,3,month-to-month,electronic_check,Fiber optic,0
CUST_000901,39,6,80.78,509.8,2,month-to-month,credit_card,Fiber optic,1
CUST_000902,45,28,127.12,3476.48,1,month-to-month,electronic_check,DSL,1
CUST_000903,64,6,163.84,1051.62,2,one-year,credit_card,No,0
CUST_000904,47,23,109.09,2445.12,1,month-to-month,credit_card,DSL,0
CUST_000905,45,32,34.03,1073.18,2,one-year,credit_card,DSL,0
CUST_000906,24,5,97.16,554.48,1,one-year,mailed_check,Fiber optic,1
CUST_000907,56,1,89.93,100.0,1,one-year,credit_card,Fiber optic,1
CUST_000908,54,3,98.5,238.57,3,month-to-month,credit_card,No,1
CUST_000909,77,22,46.13,1074.03,1,two-year,electronic_check,Fiber optic,0
CUST_000910,40,45,47.9,2069.7,3,month-to-month,bank_transfer,DSL,1
CUST_000911,48,1,122.86,100.0,2,month-to-month,electronic_check,No,1
CUST_000912,48,31,69.5,2209.95,3,month-to-month,bank_transfer,No,0
CUST_000913,68,10,87.05,1075.92,2,one-year,electronic_check,DSL,1
CUST_000914,43,15,63.23,1008.93,4,month-to-month,electronic_check,Fiber optic,1
CUST_000915,49,63,140.41,8892.99,1,month-to-month,electronic_check,Fiber optic,0
CUST_000916,54,9,132.17,1242.57,3,month-to-month,mailed_check,Fiber optic,1
CUST_000917,47,15,51.95,671.9,3,month-to-month,electronic_check,No,1
CUST_000918,38,1,45.06,100.0,4,month-to-month,electronic_check,DSL,1
CUST_000919,47,2,62.5,122.03,4,month-to-month,electronic_check,Fiber optic,1
CUST_000920,61,7,163.28,1175.1,4,month-to-month,electronic_check,DSL,1
CUST_000921,29,1,87.61,100.0,3,month-to-month,electronic_check,Fiber optic,1
CUST_000922,46,23,78.29,1838.73,4,two-year,credit_card,Fiber optic,0
CUST_000923,34,13,90.68,1147.64,5,month-to-month,electronic_check,DSL,0
CUST_000924,62,19,76.27,1455.03,3,month-to-month,credit_card,DSL,0
CUST_000925,22,4,120.11,357.64,3,month-to-month,electronic_check,No,1
CUST_000926,36,8,82.89,631.15,2,one-year,credit_card,Fiber optic,0
CUST_000927,50,26,19.09,635.3,3,month-to-month,credit_card,Fiber optic,1
CUST_000928,68,72,49.88,3623.48,4,month-to-month,electronic_check,DSL,0
CUST_000929,44,1,110.72,108.62,2,month-to-month,credit_card,Fiber optic,1
CUST_000930,36,53,145.2,7885.03,7,two-year,electronic_check,Fiber optic,1
CUST_000931,73,20,76.08,1385.46,4,one-year,electronic_check,Fiber optic,0
CUST_000932,23,19,133.66,2428.69,2,month-to-month,bank_transfer,DSL,0
CUST_000933,18,16,116.7,2038.52,2,month-to-month,credit_card,Fiber optic,1
CUST_000934,51,1,64.83,100.0,1,month-to-month,bank_transfer,DSL,1
CUST_000935,37,2,27.78,100.0,2,month-to-month,electronic_check,DSL,1
CUST_000936,29,22,26.81,469.97,3,one-year,electronic_check,Fiber optic,0
CUST_000937,55,10,111.24,1157.21,6,month-to-month,electronic_check,DSL,1
CUST_000938,48,59,45.87,2760.62,5,one-year,credit_card,DSL,0
CUST_000939,36,12,70.21,733.03,3,month-to-month,credit_card,Fiber optic,0
CUST_000940,25,3,77.56,218.65,2,one-year,electronic_check,Fiber optic,1
CUST_000941,58,30,122.85,3652.08,4,month-to-month,bank_transfer,Fiber optic,0
CUST_000942,54,8,43.31,372.09,2,month-to-month,electronic_check,Fiber optic,1
CUST_000943,43,17,82.06,1283.09,3,one-year,mailed_check,Fiber optic,0
CUST_000944,72,28,105.49,3078.84,4,month-to-month,electronic_check,DSL,1
CUST_000945,28,55,87.49,4903.4,1,one-year,bank_transfer,DSL,1
CUST_000946,22,37,107.91,3956.32,8,two-year,credit_card,Fiber optic,0
CUST_000947,34,27,37.07,979.17,4,month-to-month,mailed_check,DSL,0
CUST_000948,44,27,126.66,3406.14,3,two-year,electronic_check,Fiber optic,0
CUST_000949,48,70,94.12,6510.32,3,month-to-month,credit_card,Fiber optic,0
CUST_000950,41,8,106.45,807.26,2,month-to-month,electronic_check,DSL,1
CUST_000951,50,1,115.36,100.0,2,one-year,mailed_check,Fiber optic,1
CUST_000952,26,7,73.18,673.52,4,one-year,mailed_check,No,0
CUST_000953,66,5,59.45,391.9,2,month-to-month,electronic_check,DSL,1
CUST_000954,43,26,101.15,2723.31,2,one-year,bank_transfer,DSL,0
CUST_000955,61,24,100.25,2442.94,2,two-year,credit_card,Fiber optic,1
CUST_000956,50,21,105.02,2093.69,3,month-to-month,electronic_check,DSL,1
CUST_000957,51,1,65.4,100.0,2,two-year,electronic_check,DSL,0
CUST_000958,53,31,134.07,4253.24,3,one-year,mailed_check,DSL,1
CUST_000959,51,9,116.31,921.0,3,two-year,credit_card,Fiber optic,0
CUST_000960,54,26,31.55,883.89,3,month-to-month,electronic_check,Fiber optic,0
CUST_000961,64,19,92.67,1992.97,3,one-year,electronic_check,Fiber optic,1
CUST_000962,47,10,101.68,1122.94,4,month-to-month,electronic_check,No,1
CUST_000963,55,3,139.54,560.02,6,two-year,credit_card,Fiber optic,1
CUST_000964,43,2,95.72,213.27,2,one-year,electronic_check,No,1
CUST_000965,66,42,145.09,6190.64,3,month-to-month,credit_card,Fiber optic,1
CUST_000966,34,60,50.73,2971.86,5,month-to-month,electronic_check,DSL,1
CUST_000967,72,25,86.98,2254.03,1,two-year,electronic_check,No,0
CUST_000968,44,2,160.91,387.25,4,one-year,electronic_check,DSL,1
CUST_000969,23,12,113.78,1394.36,3,month-to-month,mailed_check,Fiber optic,1
CUST_000970,46,31,118.76,3813.25,6,month-to-month,electronic_check,DSL,0
CUST_000971,34,36,120.75,4293.17,3,two-year,bank_transfer,Fiber optic,1
CUST_000972,57,3,36.44,100.0,1,month-to-month,electronic_check,No,1
CUST_000973,35,1,128.47,138.02,4,month-to-month,credit_card,DSL,1
CUST_000974,38,29,56.8,1544.16,3,two-year,electronic_check,DSL,0
CUST_000975,18,10,36.48,387.48,2,month-to-month,bank_transfer,DSL,1
CUST_000976,38,7,39.18,102.34,4,month-to-month,bank_transfer,Fiber optic,0
CUST_000977,18,1,78.03,182.72,6,month-to-month,electronic_check,DSL,1
CUST_000978,21,18,29.01,526.91,3,two-year,electronic_check,Fiber optic,0
CUST_000979,56,45,71.87,3182.13,6,month-to-month,bank_transfer,DSL,1
CUST_000980,56,72,39.08,2730.46,5,one-year,electronic_check,DSL,1
CUST_000981,51,20,50.09,978.42,2,two-year,bank_transfer,Fiber optic,0
CUST_000982,30,17,93.42,1656.98,4,month-to-month,electronic_check,Fiber optic,1
CUST_000983,44,2,63.07,180.92,1,two-year,bank_transfer,DSL,0
CUST_000984,44,19,66.67,1196.19,4,month-to-month,credit_card,Fiber optic,1
CUST_000985,27,11,98.91,1003.41,1,one-year,electronic_check,No,1
CUST_000986,67,22,148.87,3340.81,2,month-to-month,bank_transfer,DSL,1
CUST_000987,58,11,114.54,1187.69,5,one-year,credit_card,DSL,0
CUST_000988,41,6,58.95,359.69,1,month-to-month,electronic_check,Fiber optic,1
CUST_000989,45,2,121.22,254.81,4,month-to-month,credit_card,DSL,1
CUST_000990,48,9,34.43,341.09,1,two-year,credit_card,DSL,1
CUST_000991,18,2,29.76,145.35,3,month-to-month,electronic_check,Fiber optic,1
CUST_000992,41,4,50.09,100.0,2,two-year,mailed_check,DSL,1
CUST_000993,34,72,129.51,9133.61,4,month-to-month,bank_transfer,DSL,0
CUST_000994,29,14,66.37,872.5,3,month-to-month,electronic_check,No,0
CUST_000995,40,18,56.15,1190.76,5,two-year,bank_transfer,DSL,0
CUST_000996,71,49,47.33,2521.58,6,month-to-month,electronic_check,No,1
CUST_000997,54,72,143.72,10530.88,4,two-year,credit_card,DSL,0
CUST_000998,36,20,83.39,1648.41,5,month-to-month,electronic_check,Fiber optic,1
CUST_000999,53,40,71.84,2695.53,7,month-to-month,bank_transfer,Fiber optic,1
CUST_001000,65,9,107.45,732.75,2,one-year,bank_transfer,DSL,0
CUST_001001,58,8,89.15,651.76,4,month-to-month,credit_card,Fiber optic,1
CUST_001002,45,12,119.08,1409.13,6,month-to-month,electronic_check,No,0
CUST_001003,35,26,46.27,1333.07,3,one-year,electronic_check,DSL,0
CUST_001004,55,27,132.29,3658.67,7,month-to-month,credit_card,Fiber optic,0
CUST_001005,50,9,67.97,634.48,6,month-to-month,electronic_check,Fiber optic,1
CUST_001006,58,3,105.0,226.03,3,two-year,electronic_check,Fiber optic,1
CUST_001007,54,24,36.51,780.22,1,two-year,bank_transfer,Fiber optic,0
CUST_001008,60,3,63.89,217.07,2,month-to-month,bank_transfer,DSL,1
CUST_001009,36,20,54.02,1150.14,4,month-to-month,electronic_check,DSL,1
CUST_001010,64,28,88.76,2524.36,4,one-year,electronic_check,Fiber optic,0
CUST_001011,47,28,39.15,992.76,5,month-to-month,bank_transfer,No,0
CUST_001012,76,33,127.35,4267.59,4,month-to-month,mailed_check,DSL,1
CUST_001013,34,49,33.03,1661.14,4,two-year,credit_card,Fiber optic,0
CUST_001014,71,16,111.26,1673.06,2,month-to-month,electronic_check,DSL,1
CUST_001015,47,31,126.2,3833.68,6,one-year,bank_transfer,Fiber optic,1
CUST_001016,35,23,79.73,1902.74,1,two-year,bank_transfer,Fiber optic,0
CUST_001017,37,4,103.9,392.14,1,one-year,electronic_check,Fiber optic,1
CUST_001018,40,1,127.15,286.07,7,two-year,credit_card,No,1
CUST_001019,51,8,60.91,537.42,3,month-to-month,credit_card,DSL,0
CUST_001020,52,14,125.52,1708.63,3,month-to-month,credit_card,DSL,0
CUST_001021,36,23,53.44,1228.07,1,two-year,bank_transfer,No,0
CUST_001022,44,45,91.24,4112.32,2,month-to-month,credit_card,DSL,0
CUST_001023,77,5,134.22,598.24,1,one-year,bank_transfer,Fiber optic,1
CUST_001024,70,3,87.75,171.98,1,month-to-month,credit_card,Fiber optic,0
CUST_001025,51,72,59.6,4361.36,2,one-year,electronic_check,Fiber optic,0
CUST_001026,45,2,68.85,222.23,3,month-to-month,bank_transfer,DSL,0
CUST_001027,46,15,140.88,2173.57,2,month-to-month,bank_transfer,DSL,1
CUST_001028,54,21,144.14,3178.4,7,month-to-month,mailed_check,Fiber optic,1
CUST_001029,29,18,104.86,1833.38,4,one-year,credit_card,DSL,1
CUST_001030,41,2,83.83,335.1,4,month-to-month,electronic_check,Fiber optic,1
CUST_001031,19,1,133.08,100.0,3,one-year,mailed_check,Fiber optic,1
CUST_001032,50,2,55.0,100.0,4,month-to-month,bank_transfer,DSL,0
CUST_001033,54,21,50.84,891.59,4,month-to-month,mailed_check,DSL,1
CUST_001034,37,18,109.0,1917.46,7,one-year,electronic_check,No,1
CUST_001035,68,6,138.44,780.28,4,month-to-month,electronic_check,Fiber optic,1
CUST_001036,26,24,121.63,2971.61,4,month-to-month,electronic_check,Fiber optic,1
CUST_001037,23,41,65.74,2719.86,1,month-to-month,bank_transfer,No,0
CUST_001038,48,1,30.64,100.0,1,one-year,mailed_check,Fiber optic,1
CUST_001039,60,16,76.64,1186.93,1,two-year,credit_card,No,0
CUST_001040,70,28,71.28,1958.81,5,month-to-month,electronic_check,DSL,1
CUST_001041,38,6,61.87,193.6,6,month-to-month,electronic_check,Fiber optic,0
CUST_001042,61,8,129.2,935.51,3,month-to-month,credit_card,DSL,1
CUST_001043,44,22,39.1,783.21,6,one-year,credit_card,Fiber optic,0
CUST_001044,42,54,125.54,6922.63,7,month-to-month,bank_transfer,No,1
CUST_001045,58,39,73.25,2876.09,2,one-year,electronic_check,DSL,0
CUST_001046,54,20,95.66,1979.46,3,month-to-month,credit_card,Fiber optic,0
CUST_001047,21,31,25.97,655.29,3,two-year,electronic_check,Fiber optic,0
CUST_001048,67,10,61.36,733.07,2,month-to-month,bank_transfer,DSL,1
CUST_001049,65,24,34.16,949.91,2,two-year,credit_card,Fiber optic,0
CUST_001050,35,15,138.34,1875.26,1,month-to-month,mailed_check,DSL,1
